Timestamp,Role,YearsOfExperience,FamiliarityWithBIM,CurrentBIMUsage,ReasonForNoBIM,adv_centralizesInfo,adv_improvesClarity3D,adv_reducesMisunderstandings,adv_facilitatesFeedback,adv_enhancesIntegration,adv_multidisciplinaryCollab,adv_streamlinesCoordination,adv_integratedDelivery,adv_remoteCollaboration,adv_promotesTransparency,adv_speedsUpPlanning,adv_learningCurveJustified,adv_automatesTakeoff,adv_parametricModeling,adv_boostsOverallEfficiency,adv_clashDetection,adv_reducesOnSiteErrors,adv_minimizesAmbiguities,adv_visualizesComplexSystems,adv_improvesConstructability,adv_lowersCosts,adv_optimizesResourceUsage,adv_cutsDownDelays,adv_longTermSavings,adv_smootherWorkflows,chal_dataExchange,chal_disorganizedInfo,chal_outdatedInfo,chal_misinterpretation,chal_siloedWorkflows,chal_ineffectiveCoordination,chal_limitedInteroperability,chal_lackOfTrust,chal_steepLearningCurve,chal_underutilizationOfFeatures,chal_inadequateHardware,chal_insufficientTraining,chal_limitedClashKnowledge,chal_poorRoleDefinitions,chal_incompleteModels,chal_noStandardizedProtocols,chal_highInvestment,chal_difficultyProvingROI,chal_extendedTimelines,chal_misalignmentOfCosts,strat_establishCDE,strat_adoptIFC,strat_implementIPD,strat_appointBimCoordinator,strat_ongoingTraining,strat_investInHardware,strat_mandatoryClashDetection,strat_developBEP,strat_conductROIStudies,strat_integrateCostTools,ProjectsInvolved,OrganizationType,Age,Gender,Location
1/3/2026 21:20:42,Engineer,4,Very familiar,Currently use BIM,N/A,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,3,3,3,3,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,5,5,4,4,4,4,4,"Residential, Infrastructure, Industrial",Other,27,Male,"Mankayan, Benguet"
1/3/2026 21:27:17,Engineer,1,Very familiar,Planning to adopt,N/A,5,4,5,4,4,4,4,5,5,5,4,4,4,5,4,4,4,3,4,5,5,4,5,4,4,4,3,3,3,3,3,3,2,2,2,3,3,3,2,3,3,4,2,3,4,4,3,3,4,5,4,4,4,5,4,Commercial,Construction Company/Contractor,26,Male,La Union
1/4/2026 5:05:15,Engineer,2,Not at all familiar,Not using BIM,It is not required by the agency ,4,5,4,4,3,3,4,3,3,3,5,3,3,4,4,4,3,5,4,4,4,3,4,3,4,4,5,5,5,4,5,3,3,4,4,5,4,3,4,4,3,3,5,3,4,3,3,3,3,3,3,4,4,3,3,"Residential, Infrastructure",Government/Regulatory Agency,27,Male,Baguio City
1/4/2026 14:00:56,Engineer,3,Somewhat familiar,Planning to adopt,N/A,4,4,5,4,4,4,4,4,4,4,5,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,3,4,4,2,2,4,2,2,4,4,4,4,4,4,2,4,4,4,4,4,4,4,4,4,5,4,4,4,4,"Residential, Infrastructure",Government/Regulatory Agency,29,Male,"Iba,Zambales"
1/4/2026 19:44:24,Engineer,2,Somewhat familiar,Currently use BIM,N/A,5,5,5,5,4,5,4,4,5,4,5,4,5,5,5,5,5,4,5,4,4,4,5,5,5,5,5,5,5,3,3,4,4,4,4,5,5,4,5,5,4,5,5,4,5,5,5,5,5,5,5,5,5,4,5,Industrial,Construction Company/Contractor,26,Male,"Muntinlupa, Philippines"
1/4/2026 20:57:39,Engineer,4,Somewhat familiar,Planning to adopt,N/A,5,5,5,5,5,4,4,4,4,5,5,5,4,4,4,5,5,4,5,4,4,4,4,4,4,4,5,4,5,5,4,4,4,4,3,5,4,5,4,4,4,3,4,4,4,5,4,4,5,5,5,4,4,4,5,"Residential, Infrastructure",Construction Company/Contractor,26,Female,"Baguio City, Benguet"
1/5/2026 13:45:07,Architect,7,Very familiar,Currently use BIM,N/A,5,5,5,5,5,5,5,5,5,5,4,4,4,4,4,5,5,5,5,5,5,5,5,5,5,4,4,3,4,3,3,4,4,4,4,4,4,5,4,3,4,4,4,4,3,5,5,5,5,5,5,5,5,4,5,"Residential, Commercial, Infrastructure, Industrial",Architecture/Engineering Design Firm,29,Male,Panay Island
1/7/2026 17:15:42,Engineer,2,Somewhat familiar,Planning to adopt,N/A,4,5,4,4,4,5,4,4,5,3,5,4,4,5,5,5,4,5,5,5,3,4,5,4,4,5,5,5,5,4,3,3,3,5,5,5,5,4,5,4,4,5,3,3,5,5,4,4,3,4,5,4,4,5,5,Residential,Construction Company/Contractor,28,Male,"Baguio City, Benguet"
1/16/2026 9:10:50,Engineer,2,Not at all familiar,Not using BIM,N/A,5,5,5,4,4,4,4,4,4,5,5,5,5,5,5,4,4,4,4,4,5,5,4,5,5,3,3,3,4,4,4,4,4,3,4,4,4,4,4,4,4,4,3,3,4,4,4,3,4,5,5,4,4,4,4,"Residential, Commercial, Infrastructure",Government/Regulatory Agency,28,Male,"Pozorrubio, Pangasinan"
2/11/2026 15:23:27,Engineer,6,Somewhat familiar,Planning to adopt,N/A,4,5,5,5,4,3,4,4,4,3,4,5,5,4,5,4,4,4,3,3,4,4,4,4,4,3,2,3,3,3,4,4,4,3,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,5,5,5,5,5,5,"Residential, Commercial",Government/Regulatory Agency,23,Female,"Baguio City, Benguet"
2/11/2026 18:37:34,Engineer,2,Somewhat familiar,Planning to adopt,N/A,4,4,4,3,4,4,4,3,4,4,3,3,4,4,4,3,5,3,3,4,4,3,4,3,3,4,3,3,4,3,3,3,3,3,3,4,4,4,3,3,3,3,3,3,3,4,4,4,3,3,3,3,3,3,3,"Residential, Commercial",Construction Company/Contractor,32,Male,"Milan, Italy"
2/12/2026 16:29:48,Engineer,2,Somewhat familiar,Planning to adopt,N/A,5,5,5,4,4,5,5,4,4,4,5,4,5,5,5,5,4,4,5,5,4,4,5,5,4,4,3,4,4,4,4,5,4,5,4,4,5,4,4,4,5,5,4,4,4,5,5,4,5,5,5,4,5,5,5,"Residential, Commercial",Consulting/Project Management Firm,27,Male,Baguio City Benguet
2/12/2026 16:32:08,Contractor,10,Somewhat familiar,Planning to adopt,N/A,4,5,4,3,4,5,4,4,3,5,5,4,4,3,3,4,3,3,4,4,5,4,4,3,4,1,2,3,1,1,3,3,4,3,3,4,3,3,4,4,5,2,2,3,4,5,5,5,5,5,5,3,5,3,5,Infrastructure,Architecture/Engineering Design Firm,45,Female,Manila
2/12/2026 17:08:10,Contractor,8,Somewhat familiar,Not using BIM,Upfront cost and the current system is not BIM friendly ,4,3,4,4,4,4,3,3,4,4,3,3,4,5,4,4,4,5,4,5,5,4,5,3,4,4,3,4,4,4,5,4,4,5,5,5,5,3,3,3,3,5,5,5,5,3,4,4,4,4,4,3,4,4,4,Residential,Construction Company/Contractor,47,Male,Benguet
2/12/2026 17:57:50,Client/Owner/Developer,3,Somewhat familiar,Planning to adopt,N/A,3,3,4,4,4,3,4,4,4,3,4,3,4,3,4,4,3,2,4,3,3,2,4,4,3,4,2,4,4,2,2,4,4,2,4,2,4,4,2,2,4,4,4,4,3,4,3,2,4,5,5,2,4,3,4,"Residential, Commercial",Client/Owner/Developer,35,Female,"Laoag City, Ilocos Norte"
2/12/2026 18:26:04,Contractor,3,Very familiar,Currently use BIM,N/A,5,5,5,4,4,5,5,4,5,4,4,5,4,5,5,5,5,4,5,5,4,3,4,5,4,4,3,4,4,4,5,5,4,4,5,3,5,4,5,5,4,5,5,4,5,5,5,5,4,5,5,5,5,4,5,"Residential, Commercial, Infrastructure",Construction Company/Contractor,28,Female,"San Carlos, Pangasinan"
2/12/2026 18:51:26,Contractor,10,Somewhat familiar,Planning to adopt,N/A,4,4,3,4,4,5,5,4,5,5,5,4,4,3,4,4,3,4,4,3,4,4,3,3,4,4,4,4,4,4,4,3,4,4,4,3,4,4,4,5,4,4,4,4,4,4,3,5,5,5,5,5,5,5,5,"Residential, Commercial",Construction Company/Contractor,41,Male,"Baguio City, Benguet"
2/12/2026 21:07:01,Contractor,2,Somewhat familiar,Planning to adopt,N/A,4,4,3,4,4,4,4,3,4,4,4,4,5,3,4,4,4,3,4,4,4,3,4,4,4,5,4,4,3,5,5,4,5,5,4,3,4,4,4,3,4,4,4,4,3,4,3,4,4,4,3,4,4,3,4,Residential,Construction Company/Contractor,21,Male,"Baguio City, Benguet"
2/12/2026 21:13:18,Contractor,6,Somewhat familiar,Currently use BIM,N/A,4,5,3,4,4,4,4,4,4,4,5,4,4,4,4,4,5,3,4,4,4,5,4,3,4,4,2,4,3,4,3,3,2,2,3,3,4,3,3,4,3,4,3,3,2,4,4,4,4,4,4,4,4,4,4,"Residential, Commercial",Construction Company/Contractor,31,Prefer not to say,"Baguio City, Benguet"
2/12/2026 22:30:45,Contractor,10,Very familiar,Currently use BIM,N/A,5,5,4,4,5,5,5,4,5,4,4,5,5,5,5,5,4,4,5,5,4,4,5,5,4,4,3,4,4,4,4,5,4,5,5,4,5,4,4,4,3,5,4,4,4,5,4,4,5,5,5,5,5,4,5,"Residential, Commercial, Infrastructure",Architecture/Engineering Design Firm,34,Female,"Baguio City, Benguet"
2/12/2026 23:24:43,Contractor,4,Very familiar,Currently use BIM,N/A,5,5,3,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,4,4,5,4,5,4,5,4,5,4,4,5,4,5,4,4,5,4,4,4,5,4,4,5,5,4,5,5,4,5,"Residential, Commercial, Infrastructure, Industrial",Construction Company/Contractor,35,Prefer not to say,"Baguio City, Benguet"
2/12/2026 23:39:08,Contractor,2,Somewhat familiar,Planning to adopt,N/A,4,5,4,4,3,5,3,4,4,5,3,2,2,5,4,2,4,4,3,4,4,4,4,2,3,3,3,4,4,3,4,2,3,4,2,3,5,3,4,2,4,4,3,4,4,4,5,4,5,3,4,5,4,4,3,Residential,Construction Company/Contractor,24,Male,"Baguio City, Benguet"
2/12/2026 23:47:19,Project Manager,1,Somewhat familiar,Planning to adopt,N/A,4,5,2,3,4,4,5,4,3,4,4,5,3,4,5,4,5,3,2,4,4,3,4,4,5,4,3,4,4,4,3,4,2,4,3,5,4,4,5,4,5,3,2,4,2,3,4,4,5,3,4,4,3,4,5,Residential,Consulting/Project Management Firm,24,Male,"Baguio City, Benguet"
2/12/2026 23:51:54,Client/Owner/Developer,1,Very familiar,Planning to adopt,N/A,4,5,4,4,5,3,4,3,3,4,5,4,4,4,3,5,4,5,3,4,4,3,4,5,3,4,2,4,4,3,4,2,4,3,3,4,4,5,4,4,4,3,2,4,3,4,3,4,4,2,4,3,4,3,3,Residential,Client/Owner/Developer,29,Male,"Baguio City, Benguet"
2/12/2026 23:53:00,Contractor,5,Somewhat familiar,Planning to adopt,N/A,5,5,3,4,5,5,4,2,3,2,5,3,5,4,5,5,4,3,5,5,5,3,4,4,3,5,5,5,4,4,5,4,5,3,5,5,4,5,4,5,4,5,5,4,5,4,3,3,4,5,4,3,5,5,5,"Residential, Commercial",Construction Company/Contractor,29,Female,"La Trinidad, Benguet"
2/13/2026 0:58:31,Contractor,10,Very familiar,Currently use BIM,N/A,5,5,4,5,4,5,5,5,5,5,5,4,4,5,5,4,3,5,5,4,5,4,5,3,4,3,3,4,3,4,3,4,4,4,4,3,4,4,4,4,4,5,5,4,5,4,4,5,4,5,5,4,3,5,5,"Residential, Commercial",Construction Company/Contractor,40,Male,"Baguio City, Benguet"
2/13/2026 1:02:50,Contractor,10,Very familiar,Planning to adopt,N/A,5,4,4,5,4,5,4,5,4,4,5,5,5,5,4,4,4,5,4,5,5,5,4,4,4,3,4,4,3,4,5,3,5,5,5,3,5,4,5,5,3,5,5,4,4,5,4,4,4,4,4,5,4,4,4,"Residential, Commercial",Construction Company/Contractor,40,Male,"Baguio City, Benguet"
2/13/2026 1:06:43,Project Manager,10,Somewhat familiar,Currently use BIM,N/A,5,5,4,4,5,5,5,5,4,4,4,4,5,4,4,4,5,4,4,5,4,4,5,5,5,5,4,3,3,5,3,4,3,3,4,4,5,4,4,4,3,5,5,4,4,5,5,5,4,4,4,5,4,4,4,Commercial,Consulting/Project Management Firm,55,Female,Baguio City
2/13/2026 1:09:21,Client/Owner/Developer,15,Somewhat familiar,Currently use BIM,N/A,5,4,4,5,5,5,5,4,5,4,5,5,4,5,5,4,4,4,4,5,5,5,4,5,4,5,5,5,3,5,5,3,4,5,4,4,5,3,4,4,3,5,5,4,4,5,5,5,5,5,5,4,4,5,5,"Commercial, Infrastructure",Client/Owner/Developer,45,Male,Baguio City
2/13/2026 15:36:49,Contractor,4,Not at all familiar,Planning to adopt,N/A,4,4,4,5,5,4,5,4,4,5,4,4,4,5,5,5,5,4,4,4,5,5,5,5,5,5,5,4,4,4,4,5,5,4,4,4,5,4,5,5,4,4,5,5,4,5,5,5,5,5,5,5,5,5,5,Residential,Architecture/Engineering Design Firm,26,Male,"La Trinidad, Benguet"
2/13/2026 17:12:24,Contractor,1,Somewhat familiar,Currently use BIM,N/A,4,4,4,5,4,4,4,4,4,4,5,4,4,4,4,4,4,4,4,4,5,4,5,4,4,4,3,3,3,3,4,4,4,3,2,3,4,4,4,4,3,3,3,4,4,4,4,4,4,4,4,4,4,4,4,Commercial,Construction Company/Contractor,27,Male,"Quezon, Nueva Ecija"
2/13/2026 17:30:48,Client/Owner/Developer,0,Somewhat familiar,Planning to adopt,N/A,4,3,3,4,4,4,4,4,4,3,4,3,4,4,4,4,4,4,4,4,3,3,4,3,4,4,4,4,4,3,3,4,3,3,4,4,4,3,4,5,4,4,4,4,5,4,5,4,4,4,3,4,4,4,4,Residential,Client/Owner/Developer,28,Prefer not to say,"Cabanatuan City, Nueva Ecija"
2/13/2026 18:31:51,Client/Owner/Developer,6,Very familiar,Currently use BIM,N/A,5,5,4,5,4,5,5,5,4,4,5,3,3,3,4,5,5,5,4,4,4,3,5,5,5,3,1,2,1,1,3,1,4,3,2,5,3,4,4,2,1,2,3,2,4,5,5,5,5,5,5,4,5,5,5,Residential,Client/Owner/Developer,36,Prefer not to say,Cavite
2/13/2026 19:47:53,Engineer,15,Somewhat familiar,Planning to adopt,N/A,5,5,4,5,5,3,3,3,5,5,5,5,4,4,4,4,4,2,2,3,4,4,4,2,3,2,3,4,2,4,2,3,4,3,2,3,2,5,5,3,2,5,1,5,1,4,2,5,1,4,1,5,4,2,4,"Residential, Commercial, Infrastructure, Industrial",Construction Company/Contractor,37,Male,Taguig
2/13/2026 20:53:15,Contractor,5,Somewhat familiar,Planning to adopt,N/A,4,5,3,3,4,4,3,4,5,3,4,3,4,4,5,4,3,4,4,5,4,5,4,3,5,3,2,5,4,5,4,3,2,3,5,5,5,4,3,4,4,5,5,4,5,3,4,4,5,5,4,3,5,4,4,"Residential, Commercial",Construction Company/Contractor,31,Female,"Antique, Iloilo City"
2/13/2026 21:00:04,Other,0,Not at all familiar,Planning to adopt,N/A,5,5,3,4,5,4,4,5,4,4,4,5,4,5,5,4,4,4,3,4,4,5,4,3,4,4,2,4,3,4,2,3,4,3,2,4,4,4,5,3,1,1,2,2,4,4,4,5,3,5,3,4,5,5,4,Residential,Other,21,Female,"Baguio City, Benguet"
2/13/2026 21:09:08,Contractor,15,Very familiar,Currently use BIM,N/A,4,4,3,3,4,3,4,3,4,4,3,4,4,3,5,4,3,4,4,4,5,4,4,5,4,4,3,4,5,3,4,4,5,4,4,4,5,4,4,2,2,4,3,1,3,4,4,4,4,3,4,4,3,3,4,"Residential, Commercial",Construction Company/Contractor,36,Male,"Batangas City, Philippines"
2/13/2026 21:09:24,Project Manager,6,Very familiar,Currently use BIM,N/A,5,5,4,5,4,5,3,4,4,5,4,4,5,4,4,4,4,4,5,5,4,4,4,4,4,2,1,2,3,2,4,4,3,3,4,4,4,4,3,4,3,4,3,4,4,4,4,3,4,4,4,4,4,5,5,"Residential, Commercial, Infrastructure, Industrial",Consulting/Project Management Firm,38,Female,"Dagupan, Pangasinan"
2/13/2026 21:13:13,Engineer,3,Somewhat familiar,Planning to adopt,N/A,4,4,4,3,4,4,3,4,4,4,4,4,4,3,4,3,5,5,4,3,3,4,5,4,4,4,3,4,3,3,4,3,4,3,4,3,4,4,4,4,4,4,5,4,4,4,3,4,4,5,4,4,3,5,4,"Residential, Infrastructure, Industrial",Architecture/Engineering Design Firm,25,Female,"Itogon, Benguet"
2/13/2026 21:13:51,Contractor,20,Very familiar,Currently use BIM,N/A,5,5,5,5,5,5,5,4,5,5,5,4,5,5,5,5,5,5,5,5,5,5,5,5,5,4,3,4,4,4,4,5,5,5,5,4,5,5,5,5,4,5,4,4,4,5,5,5,5,5,5,5,5,5,5,"Commercial, Infrastructure, Industrial",Construction Company/Contractor,48,Prefer not to say,Quezon City
2/13/2026 21:14:04,Contractor,4,Somewhat familiar,Planning to adopt,N/A,4,5,5,4,5,4,5,4,5,4,5,5,5,5,5,4,4,5,4,4,4,4,4,4,4,4,2,3,3,4,4,4,4,3,4,4,3,4,3,4,3,4,3,4,4,4,4,4,4,4,4,4,4,4,4,"Residential, Commercial",Construction Company/Contractor,29,Male,"Mandaluyong, Ncr"
2/13/2026 21:21:02,Client/Owner/Developer,3,Somewhat familiar,Planning to adopt,N/A,5,5,5,5,5,5,5,5,5,5,5,4,5,4,5,4,5,4,4,5,4,4,5,4,5,4,2,4,2,3,3,3,3,4,4,4,2,4,4,2,4,4,4,4,3,4,4,4,4,4,4,4,4,4,4,Residential,Client/Owner/Developer,32,Male,"Baguio, Benguet"
2/13/2026 21:24:12,Contractor,7,Somewhat familiar,Currently use BIM,N/A,5,5,4,4,4,4,4,4,5,4,4,4,4,4,4,4,3,4,4,4,4,4,5,4,4,4,5,4,4,4,4,4,4,4,4,4,4,5,4,4,4,4,4,4,4,4,4,4,4,5,4,4,4,4,4,"Residential, Commercial, Infrastructure",Construction Company/Contractor,30,Male,"Baguio City, Benguet"
2/13/2026 21:30:01,Project Manager,20,Somewhat familiar,Planning to adopt,N/A,5,4,4,4,4,5,3,4,5,5,5,3,5,5,5,4,5,5,4,4,5,5,5,4,5,5,2,4,4,4,5,4,4,4,5,4,5,5,5,4,4,4,4,4,5,5,4,5,5,5,4,5,5,4,5,"Residential, Commercial",Client/Owner/Developer,45,Male,"La Trinidad, Benguet"
2/13/2026 21:34:48,Client/Owner/Developer,3,Somewhat familiar,Planning to adopt,N/A,4,5,4,4,4,4,4,4,4,4,4,4,4,4,4,5,4,4,5,4,4,3,4,4,4,4,3,4,4,4,4,5,4,5,4,4,5,4,4,4,4,5,4,4,4,5,4,4,5,5,4,5,5,4,5,Residential,Client/Owner/Developer,31,Male,Baguio City
2/13/2026 21:40:54,Project Manager,25,Very familiar,Currently use BIM,N/A,5,5,5,5,5,5,5,5,4,5,4,5,5,5,5,5,5,5,5,5,5,4,5,5,5,4,3,4,4,4,4,5,5,5,5,4,5,5,5,5,4,5,4,4,4,5,5,5,5,5,5,5,5,5,5,"Commercial, Infrastructure, Industrial",Consulting/Project Management Firm,50,Prefer not to say,Taguig City
2/13/2026 21:43:37,Project Manager,7,Very familiar,Currently use BIM,N/A,5,5,5,4,5,5,5,4,5,4,4,5,5,5,5,5,4,4,5,5,4,4,5,5,4,4,2,4,4,4,4,5,4,5,4,4,5,4,4,4,3,5,4,4,4,5,4,4,5,4,5,5,4,5,5,"Residential, Commercial, Infrastructure",Consulting/Project Management Firm,34,Male,La Trinidad Benguet
2/13/2026 22:34:13,Contractor,10,Somewhat familiar,Planning to adopt,N/A,4,4,4,4,4,5,4,4,4,4,5,4,4,5,4,4,3,3,4,4,5,5,3,4,3,1,2,2,3,3,3,4,3,3,3,4,4,3,5,2,1,2,2,3,4,5,5,4,5,4,4,4,4,4,4,"Residential, Commercial",Construction Company/Contractor,38,Male,"Baguio City, Benguet"
2/13/2026 22:39:58,Client/Owner/Developer,10,Somewhat familiar,Planning to adopt,N/A,4,4,4,4,3,4,4,4,3,4,4,3,3,3,4,4,4,4,4,4,4,3,4,3,4,4,4,4,4,4,4,4,5,4,3,4,5,4,4,4,3,5,5,4,4,4,4,4,5,5,4,5,4,5,4,Commercial,Client/Owner/Developer,37,Prefer not to say,Makati City
2/13/2026 22:56:24,Project Manager,5,Very familiar,Currently use BIM,N/A,5,4,5,4,5,4,5,4,5,5,5,4,5,5,5,5,5,5,4,5,5,4,5,4,5,2,2,4,4,4,3,4,5,4,5,5,5,4,4,5,2,4,3,2,4,5,5,5,5,5,4,5,4,4,5,"Residential, Commercial, Infrastructure",Consulting/Project Management Firm,30,Prefer not to say,"Baguio City, Benguet"
2/13/2026 22:58:41,Project Manager,10,Somewhat familiar,Currently use BIM,N/A,4,5,5,5,5,5,4,5,4,3,4,4,4,4,5,4,4,4,3,4,4,4,4,4,4,2,2,3,4,3,2,3,4,4,4,5,5,4,4,4,4,4,4,4,4,4,4,4,4,3,5,4,4,5,4,"Residential, Commercial",Consulting/Project Management Firm,36,Female,"Iba, Zambales"
2/13/2026 23:09:25,Client/Owner/Developer,4,Somewhat familiar,Planning to adopt,N/A,4,4,3,4,4,4,4,4,4,3,3,3,3,3,4,4,4,4,4,4,4,4,2,4,4,3,2,4,4,4,4,4,4,4,3,5,5,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,"Residential, Commercial, Infrastructure",Client/Owner/Developer,35,Female,"Baguio City, Benguet"
2/13/2026 23:10:04,Contractor,7,Very familiar,Currently use BIM,N/A,5,4,4,5,4,5,5,4,4,5,5,4,5,4,5,4,5,4,5,5,5,5,5,5,5,5,2,4,4,5,4,5,5,5,4,5,5,5,5,4,3,5,4,4,5,5,5,5,5,5,5,5,5,5,5,"Residential, Commercial, Infrastructure, Industrial",Construction Company/Contractor,33,Male,"Baguio City, Benguet"
2/13/2026 23:24:01,Contractor,8,Very familiar,Currently use BIM,N/A,5,5,4,4,4,4,5,4,5,4,4,5,4,4,5,4,4,4,4,5,4,3,5,4,4,4,3,4,4,4,4,5,4,3,4,4,4,4,4,4,3,3,4,4,4,4,4,4,4,4,4,4,4,4,4,"Residential, Commercial, Infrastructure",Construction Company/Contractor,36,Female,"Baguio City, Benguet"
2/13/2026 23:46:17,Project Manager,10,Somewhat familiar,Planning to adopt,N/A,4,5,4,5,5,5,3,3,5,5,4,5,3,4,4,4,4,5,5,4,5,5,5,4,4,4,3,4,4,5,3,5,5,4,4,5,5,4,5,5,4,5,4,3,5,5,4,4,5,4,5,3,4,4,4,"Residential, Infrastructure",Consulting/Project Management Firm,56,Male,"San Jose City, Nueva Ecija"
2/14/2026 0:11:08,Contractor,8,Very familiar,Currently use BIM,N/A,4,5,4,5,5,5,5,5,5,4,5,4,5,5,5,4,5,5,5,4,5,5,5,5,5,5,5,5,4,3,3,5,3,4,5,5,5,4,5,4,4,5,4,5,5,5,4,5,5,5,4,5,5,4,4,"Residential, Commercial",Construction Company/Contractor,32,Male,"La Trinidad, Benguet"
2/14/2026 0:15:49,Contractor,10,Somewhat familiar,Planning to adopt,N/A,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,"Residential, Commercial",Construction Company/Contractor,36,Male,Cabanatuan
2/14/2026 0:21:15,Contractor,7,Very familiar,Currently use BIM,N/A,5,5,5,5,5,5,5,5,5,5,5,5,5,4,4,4,5,5,5,5,3,5,5,4,4,4,2,4,4,3,3,4,3,4,3,4,4,4,4,3,2,4,4,4,3,4,4,4,5,5,5,5,5,5,5,"Residential, Commercial",Construction Company/Contractor,45,Female,"Baguio City, Benguet"
2/14/2026 1:22:52,Client/Owner/Developer,15,Somewhat familiar,Planning to adopt,N/A,4,5,3,3,4,5,5,4,4,5,4,3,4,4,5,5,5,3,5,5,5,5,5,4,4,5,3,5,4,3,5,4,5,5,5,5,5,5,4,4,4,5,5,5,5,5,5,4,5,5,4,4,5,4,4,"Residential, Commercial",Client/Owner/Developer,49,Female,"Baguio City, Benguet"
2/14/2026 6:55:56,Engineer,2,Somewhat familiar,Currently use BIM,N/A,4,4,4,4,4,5,4,4,4,4,4,4,5,5,4,4,5,4,4,4,3,4,3,4,4,3,4,3,4,4,3,3,4,4,3,4,4,4,4,4,3,4,4,4,4,5,5,4,4,5,5,3,4,4,4,"Infrastructure, Industrial",Construction Company/Contractor,26,Male,"Balaoan, La Union"
2/14/2026 7:50:58,Contractor,10,Very familiar,Currently use BIM,N/A,5,4,5,4,5,4,5,4,5,5,4,5,5,4,4,4,4,5,5,4,4,4,5,4,5,4,3,4,3,2,3,5,4,2,1,3,3,4,4,4,4,4,3,4,4,4,4,4,4,5,5,5,4,4,4,"Residential, Commercial",Construction Company/Contractor,47,Female,"Baguio City, Benguet"
2/14/2026 7:57:41,Client/Owner/Developer,1,Not at all familiar,Planning to adopt,N/A,3,4,4,3,3,3,3,3,4,3,4,4,3,4,3,3,3,4,3,3,4,4,3,3,4,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,4,3,3,3,3,3,3,3,4,4,4,4,4,4,Residential,Client/Owner/Developer,22,Female,Baguio City
2/14/2026 8:01:52,Project Manager,15,Very familiar,Currently use BIM,N/A,5,5,4,5,4,4,4,4,4,5,4,4,5,4,4,4,4,4,5,4,4,5,4,4,4,2,2,2,2,3,3,2,2,1,2,4,5,2,3,2,2,3,4,2,3,5,5,5,4,4,4,4,4,4,5,"Commercial, Infrastructure, Industrial",Consulting/Project Management Firm,55,Female,"San Juan, La Union"
2/14/2026 8:16:10,Client/Owner/Developer,10,Very familiar,Currently use BIM,N/A,5,4,4,5,4,4,4,5,4,4,5,5,5,4,4,4,5,4,4,4,5,5,4,4,4,3,2,2,3,2,1,2,2,1,1,1,2,3,4,2,2,2,2,2,3,5,4,4,4,4,4,5,5,4,4,Residential,Client/Owner/Developer,40,Female,"Suyo, Ilocos Sur"
2/14/2026 9:53:15,Project Manager,5,Somewhat familiar,Planning to adopt,N/A,5,5,4,4,5,4,5,4,5,4,4,5,5,4,5,5,4,5,4,5,5,4,5,4,5,4,3,4,4,4,4,3,4,4,4,3,5,4,5,4,4,4,4,3,4,5,5,4,5,5,4,5,5,5,5,"Residential, Commercial",Consulting/Project Management Firm,32,Male,"Palayan City, Nueva Ecija"
2/14/2026 10:24:09,Contractor,4,Very familiar,Currently use BIM,N/A,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,4,3,1,3,4,2,4,3,2,2,2,5,3,4,4,2,4,3,1,2,4,4,5,5,5,5,5,5,5,5,"Residential, Commercial",Construction Company/Contractor,30,Prefer not to say,"Baguio City, Benguet"
2/14/2026 10:54:33,Client/Owner/Developer,0,Somewhat familiar,Planning to adopt,N/A,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,3,3,4,4,4,3,4,4,4,3,4,5,4,4,4,4,4,4,4,4,4,5,4,4,5,5,4,4,5,5,Commercial,Client/Owner/Developer,42,Prefer not to say,"Moncada, Tarlac"
2/14/2026 11:10:29,Client/Owner/Developer,3,Somewhat familiar,Currently use BIM,N/A,4,5,5,4,4,5,5,4,4,4,4,5,4,5,5,5,4,4,5,5,4,4,5,4,4,4,4,5,4,4,4,5,4,5,4,4,5,4,4,5,4,5,4,5,4,5,4,5,5,5,4,5,5,4,5,"Residential, Commercial",Client/Owner/Developer,26,Female,"Baguio City, Benguet"
2/14/2026 11:23:49,Contractor,1,Not at all familiar,Currently use BIM,N/A,4,3,3,4,4,4,3,4,3,4,4,4,4,4,4,3,3,4,4,4,4,3,4,3,3,4,2,2,3,3,3,4,4,4,3,3,3,2,3,3,4,4,4,4,3,3,4,4,3,5,4,3,4,3,4,Residential,Other,20,Female,"Baguio City, Benguet"
